data,produto,ano,mes,periodo_mes,dia_da_semana,preco_concorrente,preco_praticado,historico_vendas_7d,historico_vendas_30d,estoque,demanda
2024-06-19,Tela de Aço,2024,6,Meio_Mes,2,133.88,116.0,110.7,117.8,513,210
2024-06-20,Tela de Aço,2024,6,Meio_Mes,3,138.86,161.29,116.7,120.3,605,91
2024-06-21,Tela de Aço,2024,6,Fim_Mes,4,137.38,140.01,116.0,119.6,512,106
2024-06-22,Tela de Aço,2024,6,Fim_Mes,5,133.16,144.24,109.6,118.2,997,18
2024-06-23,Tela de Aço,2024,6,Fim_Mes,6,137.16,139.05,105.6,115.9,712,36
2024-06-24,Tela de Aço,2024,6,Fim_Mes,0,139.6,164.03,105.3,114.0,1000,69
2024-06-25,Tela de Aço,2024,6,Fim_Mes,1,139.14,150.62,88.9,115.0,646,92
2024-06-26,Tela de Aço,2024,6,Fim_Mes,2,141.84,143.04,88.9,117.2,588,115
2024-06-27,Tela de Aço,2024,6,Fim_Mes,3,146.39,133.57,75.3,118.8,968,131
2024-06-28,Tela de Aço,2024,6,Fim_Mes,4,141.98,125.34,81.0,117.8,755,150
2024-06-29,Tela de Aço,2024,6,Fim_Mes,5,132.0,137.85,87.3,119.0,384,36
2024-06-30,Tela de Aço,2024,6,Fim_Mes,6,135.59,159.42,89.9,117.6,724,22
2024-07-01,Tela de Aço,2024,7,Inicio_Mes,0,136.17,120.0,87.9,114.9,1022,281
2024-07-02,Tela de Aço,2024,7,Inicio_Mes,1,137.86,146.75,118.1,121.5,337,153
2024-07-03,Tela de Aço,2024,7,Inicio_Mes,2,140.23,132.07,126.9,124.4,364,235
2024-07-04,Tela de Aço,2024,7,Inicio_Mes,3,136.81,119.25,144.0,124.3,817,253
2024-07-05,Tela de Aço,2024,7,Inicio_Mes,4,134.72,130.68,161.4,126.8,476,195
2024-07-06,Tela de Aço,2024,7,Inicio_Mes,5,141.43,140.01,167.9,128.1,641,60
2024-07-07,Tela de Aço,2024,7,Inicio_Mes,6,142.69,144.14,171.3,123.7,711,59
2024-07-08,Tela de Aço,2024,7,Inicio_Mes,0,138.19,121.38,176.6,120.6,834,275
2024-07-09,Tela de Aço,2024,7,Inicio_Mes,1,142.82,139.8,175.7,127.3,619,205
2024-07-10,Tela de Aço,2024,7,Inicio_Mes,2,134.91,119.15,183.1,132.8,542,271
2024-07-11,Tela de Aço,2024,7,Meio_Mes,3,145.09,137.03,188.3,133.1,651,162
2024-07-12,Tela de Aço,2024,7,Meio_Mes,4,140.12,120.17,175.3,133.3,965,196
2024-07-13,Tela de Aço,2024,7,Meio_Mes,5,140.09,132.0,175.4,134.3,411,54
2024-07-14,Tela de Aço,2024,7,Meio_Mes,6,140.39,125.55,174.6,132.9,784,66
2024-07-15,Tela de Aço,2024,7,Meio_Mes,0,146.1,151.06,175.6,130.0,504,133
2024-07-16,Tela de Aço,2024,7,Meio_Mes,1,140.34,144.13,155.3,132.9,634,142
2024-07-17,Tela de Aço,2024,7,Meio_Mes,2,144.86,164.78,146.3,136.4,1039,97
2024-07-18,Tela de Aço,2024,7,Meio_Mes,3,138.92,128.41,121.4,133.5,505,172
2024-07-19,Tela de Aço,2024,7,Meio_Mes,4,136.9,157.65,122.9,136.2,585,86
2024-07-20,Tela de Aço,2024,7,Meio_Mes,5,139.63,157.24,107.1,132.0,788,27
2024-07-21,Tela de Aço,2024,7,Fim_Mes,6,139.37,156.08,103.3,129.9,347,32
2024-07-22,Tela de Aço,2024,7,Fim_Mes,0,144.23,141.55,98.4,127.4,677,133
2024-07-23,Tela de Aço,2024,7,Fim_Mes,1,143.92,138.62,98.4,131.3,419,139
2024-07-24,Tela de Aço,2024,7,Fim_Mes,2,144.09,141.67,98.0,134.7,808,114
2024-07-25,Tela de Aço,2024,7,Fim_Mes,3,146.28,153.27,100.4,136.2,901,93
2024-07-26,Tela de Aço,2024,7,Fim_Mes,4,144.39,138.78,89.1,136.2,730,115
2024-07-27,Tela de Aço,2024,7,Fim_Mes,5,147.15,151.44,93.3,136.2,919,31
2024-07-28,Tela de Aço,2024,7,Fim_Mes,6,147.38,145.46,93.9,132.9,555,41
2024-07-29,Tela de Aço,2024,7,Fim_Mes,0,147.69,166.33,95.1,129.3,1036,86
2024-07-30,Tela de Aço,2024,7,Fim_Mes,1,149.37,141.02,88.4,130.9,492,144
2024-07-31,Tela de Aço,2024,7,Fim_Mes,2,146.5,151.62,89.1,135.0,844,100
2024-08-01,Tela de Aço,2024,8,Inicio_Mes,3,149.95,156.42,87.1,129.0,714,142
2024-08-02,Tela de Aço,2024,8,Inicio_Mes,4,142.85,125.41,94.1,128.6,405,238
2024-08-03,Tela de Aço,2024,8,Inicio_Mes,5,146.86,165.56,111.7,128.7,824,36
2024-08-04,Tela de Aço,2024,8,Inicio_Mes,6,145.34,142.95,112.4,121.5,603,69
2024-08-05,Tela de Aço,2024,8,Inicio_Mes,0,147.67,133.65,116.4,117.3,353,244
2024-08-06,Tela de Aço,2024,8,Inicio_Mes,1,145.42,163.42,139.0,123.4,826,138
2024-08-07,Tela de Aço,2024,8,Inicio_Mes,2,147.32,157.4,138.1,126.0,654,160
2024-08-08,Tela de Aço,2024,8,Inicio_Mes,3,145.53,132.76,146.7,122.2,685,224
2024-08-09,Tela de Aço,2024,8,Inicio_Mes,4,151.98,166.07,158.4,122.8,797,130
2024-08-10,Tela de Aço,2024,8,Inicio_Mes,5,149.21,151.46,143.0,118.1,963,56
2024-08-11,Tela de Aço,2024,8,Meio_Mes,6,150.38,135.17,145.9,114.6,857,53
2024-08-12,Tela de Aço,2024,8,Meio_Mes,0,153.33,176.71,143.6,109.8,827,98
2024-08-13,Tela de Aço,2024,8,Meio_Mes,1,145.89,124.07,122.7,111.3,406,228
2024-08-14,Tela de Aço,2024,8,Meio_Mes,2,154.63,152.74,135.6,116.7,846,153
2024-08-15,Tela de Aço,2024,8,Meio_Mes,3,146.78,134.06,134.6,117.4,924,165
2024-08-16,Tela de Aço,2024,8,Meio_Mes,4,150.76,133.99,126.1,118.1,1032,178
2024-08-17,Tela de Aço,2024,8,Meio_Mes,5,146.49,152.57,133.0,120.8,970,44
2024-08-18,Tela de Aço,2024,8,Meio_Mes,6,152.8,139.35,131.3,116.6,769,55
2024-08-19,Tela de Aço,2024,8,Meio_Mes,0,146.43,139.6,131.6,115.5,448,164
2024-08-20,Tela de Aço,2024,8,Meio_Mes,1,149.13,138.83,141.0,120.1,642,182
2024-08-21,Tela de Aço,2024,8,Fim_Mes,2,153.13,179.24,134.4,125.1,635,69
2024-08-22,Tela de Aço,2024,8,Fim_Mes,3,150.54,135.77,122.4,123.0,817,141
2024-08-23,Tela de Aço,2024,8,Fim_Mes,4,156.32,178.77,119.0,123.0,637,70
2024-08-24,Tela de Aço,2024,8,Fim_Mes,5,150.88,152.58,103.6,121.6,754,38
2024-08-25,Tela de Aço,2024,8,Fim_Mes,6,149.34,143.04,102.7,119.7,768,43
2024-08-26,Tela de Aço,2024,8,Fim_Mes,0,144.69,143.91,101.0,117.3,509,116
2024-08-27,Tela de Aço,2024,8,Fim_Mes,1,151.84,154.85,94.1,120.2,464,107
2024-08-28,Tela de Aço,2024,8,Fim_Mes,2,152.94,133.64,83.4,122.4,426,158
2024-08-29,Tela de Aço,2024,8,Fim_Mes,3,152.88,166.09,96.1,124.8,801,85
2024-08-30,Tela de Aço,2024,8,Fim_Mes,4,156.89,135.34,88.1,122.8,767,150
2024-08-31,Tela de Aço,2024,8,Fim_Mes,5,150.62,145.8,99.6,124.5,519,48
2024-09-01,Tela de Aço,2024,9,Inicio_Mes,6,154.6,175.85,101.0,121.3,566,42
2024-09-02,Tela de Aço,2024,9,Inicio_Mes,0,151.65,173.08,100.9,114.8,700,122
2024-09-03,Tela de Aço,2024,9,Inicio_Mes,1,158.27,173.67,101.7,117.7,1014,134
2024-09-04,Tela de Aço,2024,9,Inicio_Mes,2,150.84,158.82,105.6,119.8,667,151
2024-09-05,Tela de Aço,2024,9,Inicio_Mes,3,151.21,165.81,104.6,116.7,544,114
2024-09-06,Tela de Aço,2024,9,Inicio_Mes,4,153.18,133.86,108.7,115.9,954,213
2024-09-07,Tela de Aço,2024,9,Inicio_Mes,5,152.33,176.53,117.7,117.7,808,28
2024-09-08,Tela de Aço,2024,9,Inicio_Mes,6,155.55,149.87,114.9,111.2,519,57
2024-09-09,Tela de Aço,2024,9,Inicio_Mes,0,146.78,127.14,117.0,108.7,342,250
2024-09-10,Tela de Aço,2024,9,Inicio_Mes,1,155.03,159.27,135.3,115.2,925,161
2024-09-11,Tela de Aço,2024,9,Meio_Mes,2,150.26,139.48,139.1,118.8,642,160
2024-09-12,Tela de Aço,2024,9,Meio_Mes,3,151.24,156.21,140.4,120.9,990,106
2024-09-13,Tela de Aço,2024,9,Meio_Mes,4,149.95,173.66,139.3,116.8,710,71
2024-09-14,Tela de Aço,2024,9,Meio_Mes,5,147.07,125.05,119.0,114.1,903,65
2024-09-15,Tela de Aço,2024,9,Meio_Mes,6,150.94,173.86,124.3,110.7,470,24
2024-09-16,Tela de Aço,2024,9,Meio_Mes,0,148.5,155.81,119.6,105.6,438,116
2024-09-17,Tela de Aço,2024,9,Meio_Mes,1,147.52,147.95,100.4,108.0,751,136
2024-09-18,Tela de Aço,2024,9,Meio_Mes,2,151.53,143.93,96.9,110.7,796,149
2024-09-19,Tela de Aço,2024,9,Meio_Mes,3,151.27,134.98,95.3,110.2,626,153
2024-09-20,Tela de Aço,2024,9,Meio_Mes,4,152.13,142.47,102.0,109.2,954,135
2024-09-21,Tela de Aço,2024,9,Fim_Mes,5,149.32,157.17,111.1,111.4,383,30
2024-09-22,Tela de Aço,2024,9,Fim_Mes,6,153.92,164.33,106.1,107.7,769,24
2024-09-23,Tela de Aço,2024,9,Fim_Mes,0,147.05,129.99,106.1,106.2,837,140
2024-09-24,Tela de Aço,2024,9,Fim_Mes,1,154.61,144.12,109.6,109.6,553,128
2024-09-25,Tela de Aço,2024,9,Fim_Mes,2,152.23,174.47,108.4,112.4,693,68
2024-09-26,Tela de Aço,2024,9,Fim_Mes,3,147.56,168.24,96.9,110.8,329,61
2024-09-27,Tela de Aço,2024,9,Fim_Mes,4,148.74,143.21,83.7,109.3,985,106
2024-09-28,Tela de Aço,2024,9,Fim_Mes,5,148.81,153.45,79.6,107.6,477,29
2024-09-29,Tela de Aço,2024,9,Fim_Mes,6,153.88,167.72,79.4,105.7,320,21
2024-09-30,Tela de Aço,2024,9,Fim_Mes,0,146.06,125.97,79.0,101.4,408,150
2024-10-01,Tela de Aço,2024,10,Inicio_Mes,1,150.17,140.38,80.4,104.8,335,173
2024-10-02,Tela de Aço,2024,10,Inicio_Mes,2,147.45,136.52,86.9,109.2,691,176
2024-10-03,Tela de Aço,2024,10,Inicio_Mes,3,148.13,143.24,102.3,111.0,594,145
2024-10-04,Tela de Aço,2024,10,Inicio_Mes,4,152.05,151.9,114.3,111.3,936,126
2024-10-05,Tela de Aço,2024,10,Inicio_Mes,5,146.85,151.99,117.1,110.5,388,44
2024-10-06,Tela de Aço,2024,10,Inicio_Mes,6,146.02,134.05,119.3,108.2,951,53
2024-10-07,Tela de Aço,2024,10,Inicio_Mes,0,146.45,153.76,123.9,102.8,818,122
2024-10-08,Tela de Aço,2024,10,Inicio_Mes,1,149.46,155.07,119.9,106.0,636,130
2024-10-09,Tela de Aço,2024,10,Inicio_Mes,2,146.3,163.98,113.7,108.4,762,101
2024-10-10,Tela de Aço,2024,10,Inicio_Mes,3,146.19,129.98,103.0,103.4,329,176
2024-10-11,Tela de Aço,2024,10,Meio_Mes,4,149.14,165.66,107.4,103.9,532,68
2024-10-12,Tela de Aço,2024,10,Meio_Mes,5,138.02,136.01,99.1,100.9,486,37
2024-10-13,Tela de Aço,2024,10,Meio_Mes,6,144.72,125.65,98.1,98.6,462,50
2024-10-14,Tela de Aço,2024,10,Meio_Mes,0,143.76,139.17,97.7,97.9,326,114
2024-10-15,Tela de Aço,2024,10,Meio_Mes,1,151.7,161.67,96.6,99.5,598,102
2024-10-16,Tela de Aço,2024,10,Meio_Mes,2,143.74,124.74,92.6,102.1,649,163
2024-10-17,Tela de Aço,2024,10,Meio_Mes,3,147.47,130.44,101.4,103.7,912,137
2024-10-18,Tela de Aço,2024,10,Meio_Mes,4,143.04,136.53,95.9,103.7,608,107
2024-10-19,Tela de Aço,2024,10,Meio_Mes,5,144.21,160.73,101.4,102.3,637,21
2024-10-20,Tela de Aço,2024,10,Meio_Mes,6,147.38,159.61,99.1,97.9,673,28
2024-10-21,Tela de Aço,2024,10,Fim_Mes,0,145.19,151.06,96.0,94.3,479,79
2024-10-22,Tela de Aço,2024,10,Fim_Mes,1,145.84,126.09,91.0,96.0,1034,129
2024-10-23,Tela de Aço,2024,10,Fim_Mes,2,144.05,141.21,94.9,99.5,674,93
2024-10-24,Tela de Aço,2024,10,Fim_Mes,3,142.34,146.24,84.9,97.9,355,76
2024-10-25,Tela de Aço,2024,10,Fim_Mes,4,140.57,124.76,76.1,96.2,615,110
2024-10-26,Tela de Aço,2024,10,Fim_Mes,5,146.33,133.0,76.6,97.6,377,41
2024-10-27,Tela de Aço,2024,10,Fim_Mes,6,140.53,157.56,79.4,96.9,873,23
2024-10-28,Tela de Aço,2024,10,Fim_Mes,0,137.17,128.48,78.7,94.1,407,111
2024-10-29,Tela de Aço,2024,10,Fim_Mes,1,149.37,144.68,83.3,96.9,662,100
2024-10-30,Tela de Aço,2024,10,Fim_Mes,2,145.56,167.02,79.1,99.5,438,53
2024-10-31,Tela de Aço,2024,10,Fim_Mes,3,138.46,146.25,73.4,96.3,844,66
2024-11-01,Tela de Aço,2024,11,Inicio_Mes,4,140.66,163.67,72.0,92.7,365,67
2024-11-02,Tela de Aço,2024,11,Inicio_Mes,5,139.16,159.33,65.9,89.1,701,26
2024-11-03,Tela de Aço,2024,11,Inicio_Mes,6,143.44,129.04,63.7,85.1,347,52
2024-11-04,Tela de Aço,2024,11,Inicio_Mes,0,139.41,124.43,67.9,82.6,657,166
2024-11-05,Tela de Aço,2024,11,Inicio_Mes,1,139.08,130.83,75.7,86.7,343,139
2024-11-06,Tela de Aço,2024,11,Inicio_Mes,2,142.64,167.5,81.3,89.6,778,73
2024-11-07,Tela de Aço,2024,11,Inicio_Mes,3,136.35,157.37,84.1,87.9,865,69
2024-11-08,Tela de Aço,2024,11,Inicio_Mes,4,142.25,130.32,84.6,85.9,471,138
2024-11-09,Tela de Aço,2024,11,Inicio_Mes,5,136.43,135.72,94.7,87.1,883,42
2024-11-10,Tela de Aço,2024,11,Inicio_Mes,6,138.53,153.97,97.0,82.7,923,35
2024-11-11,Tela de Aço,2024,11,Meio_Mes,0,135.61,127.53,94.6,81.6,546,113
2024-11-12,Tela de Aço,2024,11,Meio_Mes,1,137.85,126.7,87.0,84.1,647,114
2024-11-13,Tela de Aço,2024,11,Meio_Mes,2,141.42,124.68,83.4,86.2,984,134
2024-11-14,Tela de Aço,2024,11,Meio_Mes,3,132.91,146.16,92.1,86.9,505,66
2024-11-15,Tela de Aço,2024,11,Meio_Mes,4,138.13,155.67,91.7,85.7,642,57
2024-11-16,Tela de Aço,2024,11,Meio_Mes,5,134.61,144.49,80.1,82.2,876,27
2024-11-17,Tela de Aço,2024,11,Meio_Mes,6,144.68,144.77,78.0,78.5,963,27
2024-11-18,Tela de Aço,2024,11,Meio_Mes,0,141.4,157.58,76.9,75.8,615,67
2024-11-19,Tela de Aço,2024,11,Meio_Mes,1,136.3,153.02,70.3,77.4,483,59
2024-11-20,Tela de Aço,2024,11,Meio_Mes,2,141.57,136.85,62.4,78.4,782,102
2024-11-21,Tela de Aço,2024,11,Fim_Mes,3,136.18,151.45,57.9,79.2,391,46
2024-11-22,Tela de Aço,2024,11,Fim_Mes,4,139.31,134.34,55.0,76.4,1020,70
2024-11-23,Tela de Aço,2024,11,Fim_Mes,5,134.55,145.78,56.9,75.6,342,18
2024-11-24,Tela de Aço,2024,11,Fim_Mes,6,136.68,159.49,55.6,73.7,819,14
2024-11-25,Tela de Aço,2024,11,Fim_Mes,0,135.75,130.45,53.7,70.5,488,88
2024-11-26,Tela de Aço,2024,11,Fim_Mes,1,144.88,153.35,56.7,72.1,505,58
2024-11-27,Tela de Aço,2024,11,Fim_Mes,2,130.85,130.62,56.6,73.2,730,74
2024-11-28,Tela de Aço,2024,11,Fim_Mes,3,131.04,143.07,52.6,72.0,813,44
2024-11-29,Tela de Aço,2024,11,Fim_Mes,4,135.18,142.09,52.3,70.1,741,60
2024-11-30,Tela de Aço,2024,11,Fim_Mes,5,135.88,129.57,50.9,70.4,422,17
2024-12-01,Tela de Aço,2024,12,Inicio_Mes,6,135.79,146.03,50.7,68.7,795,26
2024-12-02,Tela de Aço,2024,12,Inicio_Mes,0,135.99,141.88,52.4,67.4,1022,95
2024-12-03,Tela de Aço,2024,12,Inicio_Mes,1,139.04,121.99,53.4,69.7,457,143
2024-12-04,Tela de Aço,2024,12,Inicio_Mes,2,142.31,159.3,65.6,72.7,1031,66
2024-12-05,Tela de Aço,2024,12,Inicio_Mes,3,134.9,150.33,64.4,69.4,755,65
2024-12-06,Tela de Aço,2024,12,Inicio_Mes,4,136.29,149.23,67.4,66.9,874,62
2024-12-07,Tela de Aço,2024,12,Inicio_Mes,5,130.77,153.18,67.7,66.5,797,20
2024-12-08,Tela de Aço,2024,12,Inicio_Mes,6,131.78,143.81,68.1,64.9,494,22
2024-12-09,Tela de Aço,2024,12,Inicio_Mes,0,136.68,129.26,67.6,61.0,772,113
2024-12-10,Tela de Aço,2024,12,Inicio_Mes,1,137.31,129.55,70.1,63.4,320,112
2024-12-11,Tela de Aço,2024,12,Meio_Mes,2,135.33,149.79,65.7,66.0,758,60
2024-12-12,Tela de Aço,2024,12,Meio_Mes,3,136.18,146.38,64.9,64.2,365,56
2024-12-13,Tela de Aço,2024,12,Meio_Mes,4,137.71,141.55,63.6,62.3,527,63
2024-12-14,Tela de Aço,2024,12,Meio_Mes,5,137.54,146.18,63.7,59.9,589,18
2024-12-15,Tela de Aço,2024,12,Meio_Mes,6,137.96,131.88,63.4,58.3,501,27
2024-12-16,Tela de Aço,2024,12,Meio_Mes,0,140.35,124.07,64.1,57.3,998,109
2024-12-17,Tela de Aço,2024,12,Meio_Mes,1,135.09,146.57,63.6,60.0,597,64
2024-12-18,Tela de Aço,2024,12,Meio_Mes,2,140.63,164.22,56.7,61.3,411,47
2024-12-19,Tela de Aço,2024,12,Meio_Mes,3,135.03,131.54,54.9,60.6,581,62
2024-12-20,Tela de Aço,2024,12,Meio_Mes,4,137.31,136.48,55.7,60.7,460,68
2024-12-21,Tela de Aço,2024,12,Fim_Mes,5,138.47,139.93,56.4,59.6,534,22
2024-12-22,Tela de Aço,2024,12,Fim_Mes,6,133.16,123.56,57.0,58.8,845,29
2024-12-23,Tela de Aço,2024,12,Fim_Mes,0,135.04,125.52,57.3,57.4,994,74
2024-12-24,Tela de Aço,2024,12,Fim_Mes,1,130.89,148.98,52.3,59.3,604,44
2024-12-25,Tela de Aço,2024,12,Fim_Mes,2,134.33,130.93,49.4,60.3,548,64
2024-12-26,Tela de Aço,2024,12,Fim_Mes,3,134.22,139.65,51.9,59.5,367,53
2024-12-27,Tela de Aço,2024,12,Fim_Mes,4,136.66,158.42,50.6,59.3,591,30
2024-12-28,Tela de Aço,2024,12,Fim_Mes,5,134.43,119.9,45.1,57.8,362,30
2024-12-29,Tela de Aço,2024,12,Fim_Mes,6,135.61,123.06,46.3,57.4,867,24
2024-12-30,Tela de Aço,2024,12,Fim_Mes,0,138.32,134.89,45.6,56.2,684,66
2024-12-31,Tela de Aço,2024,12,Fim_Mes,1,133.12,126.12,44.4,57.8,848,75
2025-01-01,Tela de Aço,2025,1,Inicio_Mes,2,143.36,126.47,48.9,59.4,966,134
2025-01-02,Tela de Aço,2025,1,Inicio_Mes,3,146.34,141.75,58.9,60.7,410,81
2025-01-03,Tela de Aço,2025,1,Inicio_Mes,4,146.56,134.39,62.9,58.7,645,117
2025-01-04,Tela de Aço,2025,1,Inicio_Mes,5,145.85,128.64,75.3,60.4,714,48
2025-01-05,Tela de Aço,2025,1,Inicio_Mes,6,147.71,156.22,77.9,59.8,429,29
2025-01-06,Tela de Aço,2025,1,Inicio_Mes,0,148.03,127.02,78.6,58.7,616,147
2025-01-07,Tela de Aço,2025,1,Inicio_Mes,1,148.92,137.2,90.1,62.9,745,113
2025-01-08,Tela de Aço,2025,1,Inicio_Mes,2,148.65,138.71,95.6,66.0,1026,113
2025-01-09,Tela de Aço,2025,1,Inicio_Mes,3,149.47,131.27,92.6,66.0,452,119
2025-01-10,Tela de Aço,2025,1,Inicio_Mes,4,142.26,149.63,98.0,66.2,821,79
2025-01-11,Tela de Aço,2025,1,Meio_Mes,5,143.86,125.59,92.6,66.8,744,32
2025-01-12,Tela de Aço,2025,1,Meio_Mes,6,151.41,154.17,90.3,66.0,624,23
2025-01-13,Tela de Aço,2025,1,Meio_Mes,0,145.55,139.83,89.4,64.7,1022,81
2025-01-14,Tela de Aço,2025,1,Meio_Mes,1,145.72,152.13,80.0,66.8,930,68
2025-01-15,Tela de Aço,2025,1,Meio_Mes,2,146.05,127.73,73.6,68.2,687,104
2025-01-16,Tela de Aço,2025,1,Meio_Mes,3,149.03,157.05,72.3,68.0,783,57
2025-01-17,Tela de Aço,2025,1,Meio_Mes,4,145.49,157.69,63.4,67.8,474,54
2025-01-18,Tela de Aço,2025,1,Meio_Mes,5,146.24,144.5,59.9,68.0,686,20
2025-01-19,Tela de Aço,2025,1,Meio_Mes,6,142.8,122.75,58.1,66.6,755,34
2025-01-20,Tela de Aço,2025,1,Meio_Mes,0,143.56,163.1,59.7,65.5,857,46
2025-01-21,Tela de Aço,2025,1,Fim_Mes,1,148.47,132.61,54.7,66.3,821,84
2025-01-22,Tela de Aço,2025,1,Fim_Mes,2,147.93,128.91,57.0,68.1,914,78
2025-01-23,Tela de Aço,2025,1,Fim_Mes,3,148.69,162.91,53.3,68.2,766,44
2025-01-24,Tela de Aço,2025,1,Fim_Mes,4,148.36,164.58,51.4,68.2,652,44
2025-01-25,Tela de Aço,2025,1,Fim_Mes,5,149.45,149.85,50.0,67.6,885,22
2025-01-26,Tela de Aço,2025,1,Fim_Mes,6,150.41,136.77,50.3,66.5,656,30
2025-01-27,Tela de Aço,2025,1,Fim_Mes,0,156.41,175.79,49.7,66.5,355,38
2025-01-28,Tela de Aço,2025,1,Fim_Mes,1,150.73,137.94,48.6,66.8,548,79
2025-01-29,Tela de Aço,2025,1,Fim_Mes,2,151.26,131.15,47.9,68.6,434,76
2025-01-30,Tela de Aço,2025,1,Fim_Mes,3,149.89,138.95,47.6,69.0,646,64
2025-01-31,Tela de Aço,2025,1,Fim_Mes,4,155.75,155.38,50.4,68.6,888,52
2025-02-01,Tela de Aço,2025,2,Inicio_Mes,5,148.6,133.98,51.6,65.9,634,44
2025-02-02,Tela de Aço,2025,2,Inicio_Mes,6,155.86,162.35,54.7,64.6,599,26
2025-02-03,Tela de Aço,2025,2,Inicio_Mes,0,150.2,156.2,54.1,61.6,624,88
2025-02-04,Tela de Aço,2025,2,Inicio_Mes,1,148.09,158.27,61.3,62.9,933,84
2025-02-05,Tela de Aço,2025,2,Inicio_Mes,2,151.99,178.12,62.0,64.8,559,55
2025-02-06,Tela de Aço,2025,2,Inicio_Mes,3,149.98,157.48,59.0,61.7,384,78
2025-02-07,Tela de Aço,2025,2,Inicio_Mes,4,154.66,161.56,61.0,60.5,643,83
2025-02-08,Tela de Aço,2025,2,Inicio_Mes,5,155.13,161.72,65.4,59.5,707,29
2025-02-09,Tela de Aço,2025,2,Inicio_Mes,6,148.76,126.63,63.3,56.5,493,48
2025-02-10,Tela de Aço,2025,2,Inicio_Mes,0,146.17,145.88,66.4,55.5,1026,103
2025-02-11,Tela de Aço,2025,2,Meio_Mes,1,151.52,135.47,68.6,57.9,354,94
2025-02-12,Tela de Aço,2025,2,Meio_Mes,2,154.8,170.44,70.0,60.2,427,65
2025-02-13,Tela de Aço,2025,2,Meio_Mes,3,149.2,138.05,71.4,59.7,328,85
2025-02-14,Tela de Aço,2025,2,Meio_Mes,4,152.9,135.86,72.4,60.3,1029,91
2025-02-15,Tela de Aço,2025,2,Meio_Mes,5,151.99,139.18,73.6,59.8,743,30
2025-02-16,Tela de Aço,2025,2,Meio_Mes,6,153.26,162.68,73.7,58.9,618,21
2025-02-17,Tela de Aço,2025,2,Meio_Mes,0,152.07,162.08,69.9,57.8,619,62
2025-02-18,Tela de Aço,2025,2,Meio_Mes,1,156.44,162.15,64.0,59.2,938,67
2025-02-19,Tela de Aço,2025,2,Meio_Mes,2,155.72,166.97,60.1,60.3,402,62
2025-02-20,Tela de Aço,2025,2,Meio_Mes,3,153.48,178.32,59.7,60.9,421,52
2025-02-21,Tela de Aço,2025,2,Fim_Mes,4,151.47,176.58,55.0,59.8,557,42
2025-02-22,Tela de Aço,2025,2,Fim_Mes,5,157.89,186.08,48.0,58.6,501,9
2025-02-23,Tela de Aço,2025,2,Fim_Mes,6,158.12,149.79,45.0,57.4,330,10
2025-02-24,Tela de Aço,2025,2,Fim_Mes,0,153.52,152.97,43.4,56.3,443,59
2025-02-25,Tela de Aço,2025,2,Fim_Mes,1,156.95,137.82,43.0,57.5,788,91
2025-02-26,Tela de Aço,2025,2,Fim_Mes,2,157.02,133.62,46.4,59.6,498,96
2025-02-27,Tela de Aço,2025,2,Fim_Mes,3,158.82,139.79,51.3,61.5,689,81
2025-02-28,Tela de Aço,2025,2,Fim_Mes,4,154.18,172.28,55.4,61.6,417,37
2025-03-01,Tela de Aço,2025,3,Inicio_Mes,5,158.35,144.31,54.7,60.3,1024,49
2025-03-02,Tela de Aço,2025,3,Inicio_Mes,6,156.35,141.68,60.4,59.8,547,51
2025-03-03,Tela de Aço,2025,3,Inicio_Mes,0,151.14,142.47,66.3,59.7,1020,139
2025-03-04,Tela de Aço,2025,3,Inicio_Mes,1,157.87,134.21,77.7,62.9,749,180
2025-03-05,Tela de Aço,2025,3,Inicio_Mes,2,155.81,141.98,90.4,68.0,789,157
2025-03-06,Tela de Aço,2025,3,Inicio_Mes,3,159.55,152.43,99.1,70.3,501,125
2025-03-07,Tela de Aço,2025,3,Inicio_Mes,4,160.17,160.05,105.4,71.7,625,106
2025-03-08,Tela de Aço,2025,3,Inicio_Mes,5,155.91,160.17,115.3,73.4,336,30
2025-03-09,Tela de Aço,2025,3,Inicio_Mes,6,161.05,173.03,112.6,71.8,777,30
2025-03-10,Tela de Aço,2025,3,Inicio_Mes,0,160.99,165.6,109.6,70.0,553,113
2025-03-11,Tela de Aço,2025,3,Meio_Mes,1,159.85,166.78,105.9,72.8,805,82
2025-03-12,Tela de Aço,2025,3,Meio_Mes,2,158.42,155.47,91.9,74.0,689,103
2025-03-13,Tela de Aço,2025,3,Meio_Mes,3,155.23,151.83,84.1,74.0,388,91
2025-03-14,Tela de Aço,2025,3,Meio_Mes,4,153.59,151.11,79.3,73.9,809,93
2025-03-15,Tela de Aço,2025,3,Meio_Mes,5,157.13,173.59,77.4,74.8,916,19
2025-03-16,Tela de Aço,2025,3,Meio_Mes,6,159.08,160.69,75.9,72.6,710,30
2025-03-17,Tela de Aço,2025,3,Meio_Mes,0,151.52,148.45,75.9,70.6,599,96
2025-03-18,Tela de Aço,2025,3,Meio_Mes,1,153.59,174.19,73.4,72.8,370,59
2025-03-19,Tela de Aço,2025,3,Meio_Mes,2,153.68,148.1,70.1,74.0,364,103
2025-03-20,Tela de Aço,2025,3,Meio_Mes,3,159.14,181.75,70.1,75.4,479,51
2025-03-21,Tela de Aço,2025,3,Fim_Mes,4,150.6,171.42,64.4,74.9,869,34
